image_name,label
11_0.png,0
12_0.png,0
16_0.png,0
17_0.png,0
19_0.png,0
26_0.png,0
35_0.png,0
38_0.png,0
40_0.png,0
43_0.png,0
6_0.png,0
12_1.png,1
13_1.png,1
16_1.png,1
17_1.png,1
1_1.png,1
22_1.png,1
26_1.png,1
27_1.png,1
28_1.png,1
29_1.png,1
2_1.png,1
30_1.png,1
32_1.png,1
34_1.png,1
37_1.png,1
38_1.png,1
39_1.png,1
3_1.png,1
40_1.png,1
43_1.png,1
46_1.png,1
47_1.png,1
48_1.png,1
49_1.png,1
4_1.png,1
55_1.png,1
5_1.png,1
7_1.png,1
nlvnpf-0137-01-022_crop_23.jpg,1
nlvnpf-0137-01-022_crop_64.jpg,1
nlvnpf-0137-01-030_crop_155.jpg,1
11_10.png,10
12_10.png,10
13_10.png,10
17_10.png,10
18_10.png,10
19_10.png,10
20_10.png,10
21_10.png,10
23_10.png,10
26_10.png,10
27_10.png,10
28_10.png,10
29_10.png,10
30_10.png,10
32_10.png,10
33_10.png,10
34_10.png,10
37_10.png,10
38_10.png,10
3_10.png,10
40_10.png,10
41_10.png,10
43_10.png,10
47_10.png,10
48_10.png,10
50_10.png,10
5_10.png,10
6_10.png,10
7_10.png,10
8_10.png,10
12_100.png,100
13_100.png,100
16_100.png,100
1_100.png,100
21_100.png,100
23_100.png,100
26_100.png,100
28_100.png,100
2_100.png,100
35_100.png,100
36_100.png,100
38_100.png,100
3_100.png,100
41_100.png,100
43_100.png,100
46_100.png,100
4_100.png,100
50_100.png,100
52_100.png,100
6_100.png,100
7_100.png,100
8_100.png,100
9_100.png,100
nlvnpf-0137-01-025_crop_163.jpg,100
12_1000.png,1000
13_1000.png,1000
17_1000.png,1000
18_1000.png,1000
19_1000.png,1000
21_1000.png,1000
22_1000.png,1000
23_1000.png,1000
26_1000.png,1000
28_1000.png,1000
29_1000.png,1000
2_1000.png,1000
30_1000.png,1000
33_1000.png,1000
37_1000.png,1000
38_1000.png,1000
39_1000.png,1000
3_1000.png,1000
40_1000.png,1000
41_1000.png,1000
43_1000.png,1000
48_1000.png,1000
49_1000.png,1000
4_1000.png,1000
52_1000.png,1000
6_1000.png,1000
7_1000.png,1000
9_1000.png,1000
nlvnpf-0137-01-030_crop_90.jpg,1000
nlvnpf-0137-01-034_crop_88.jpg,1000
nlvnpf-0140-01-011_crop_36.jpg,1000
12_1001.png,1001
17_1001.png,1001
19_1001.png,1001
20_1001.png,1001
21_1001.png,1001
22_1001.png,1001
25_1001.png,1001
28_1001.png,1001
29_1001.png,1001
33_1001.png,1001
34_1001.png,1001
35_1001.png,1001
36_1001.png,1001
37_1001.png,1001
38_1001.png,1001
39_1001.png,1001
3_1001.png,1001
40_1001.png,1001
41_1001.png,1001
47_1001.png,1001
48_1001.png,1001
49_1001.png,1001
4_1001.png,1001
52_1001.png,1001
55_1001.png,1001
5_1001.png,1001
6_1001.png,1001
7_1001.png,1001
8_1001.png,1001
9_1001.png,1001
nlvnpf-0137-01-020_crop_16.jpg,1001
nlvnpf-0137-01-020_crop_50.jpg,1001
nlvnpf-0137-01-024_crop_163.jpg,1001
nlvnpf-0137-01-025_crop_127.jpg,1001
nlvnpf-0137-01-028_crop_81.jpg,1001
nlvnpf-0137-01-032_crop_179.jpg,1001
nlvnpf-0137-01-034_crop_106.jpg,1001
nlvnpf-0137-01-041_crop_162.jpg,1001
nlvnpf-0137-01-044_crop_141.jpg,1001
12_1002.png,1002
16_1002.png,1002
17_1002.png,1002
26_1002.png,1002
35_1002.png,1002
38_1002.png,1002
39_1002.png,1002
43_1002.png,1002
46_1002.png,1002
49_1002.png,1002
6_1002.png,1002
nlvnpf-0137-01-013_crop_119.jpg,1002
nlvnpf-0137-01-013_crop_57.jpg,1002
nlvnpf-0137-01-016_crop_33.jpg,1002
nlvnpf-0137-01-043_crop_170.jpg,1002
11_1003.png,1003
17_1003.png,1003
26_1003.png,1003
35_1003.png,1003
43_1003.png,1003
47_1003.png,1003
49_1003.png,1003
6_1003.png,1003
12_1004.png,1004
13_1004.png,1004
16_1004.png,1004
17_1004.png,1004
19_1004.png,1004
1_1004.png,1004
21_1004.png,1004
23_1004.png,1004
25_1004.png,1004
26_1004.png,1004
29_1004.png,1004
2_1004.png,1004
30_1004.png,1004
33_1004.png,1004
34_1004.png,1004
35_1004.png,1004
36_1004.png,1004
37_1004.png,1004
38_1004.png,1004
39_1004.png,1004
40_1004.png,1004
41_1004.png,1004
47_1004.png,1004
48_1004.png,1004
49_1004.png,1004
52_1004.png,1004
55_1004.png,1004
5_1004.png,1004
6_1004.png,1004
8_1004.png,1004
